Subarea_1,Program,Score,Area,ScoreOrdinal,Subarea,Mean_Score,Se_Score
NASEM.Statistics.03,"B.S. in Informatics, Data Science Track",4,Nonsampling,4,Statistical modeling & model assessment,3.555556,0.1451216
NASEM.Statistics.03,B.S. in Statistics with Data Science option,4,Nonsampling,4,Statistical modeling & model assessment,3.555556,0.1451216
NASEM.Statistics.03,B.S. in Data Analytics.W,2,Nonsampling,2,Statistical modeling & model assessment,3.555556,0.1451216
NASEM.Statistics.04,B.S. in Data Analytics.O,4,Exploratory,4,Simulations & experiments,2.222222,0.2499092
NASEM.Statistics.04,"B.S. in Data Sciences, Applied Data Science option",4,Exploratory,4,Simulations & experiments,2.222222,0.2499092
NASEM.Statistics.04,"B.S. in Data Sciences, Computational Science option",4,Exploratory,4,Simulations & experiments,2.222222,0.2499092
NASEM.Statistics.04,Data Science Minor,4,Exploratory,4,Simulations & experiments,2.222222,0.2499092
NASEM.Statistics.04,Statistics and Data Science BA,4,Exploratory,4,Simulations & experiments,2.222222,0.2499092
NASEM.Statistics.04,Statistics and Data Science BS,4,Exploratory,4,Simulations & experiments,2.222222,0.2499092
NASEM.Statistics.04,B.A. in Data Science,4,Exploratory,4,Simulations & experiments,2.222222,0.2499092
NASEM.Statistics.04,B.S. in Statistics: Statistical Data Science,4,Exploratory,4,Simulations & experiments,2.222222,0.2499092
NASEM.Statistics.04,B.A. in Statistics and Data Science,4,Exploratory,4,Simulations & experiments,2.222222,0.2499092
NASEM.Statistics.04,Certificate in Data Science ,4,Exploratory,4,Simulations & experiments,2.222222,0.2499092
NASEM.Statistics.04,B.S. in Data Science,4,Exploratory,4,Simulations & experiments,2.222222,0.2499092
NASEM.Statistics.04,B.S. in Computer Science with data science specialization,4,Exploratory,4,Simulations & experiments,2.222222,0.2499092
NASEM.Statistics.04,"B.S. in Applied & Computational Mathematical Sciences, Data Sciences & Statistics Track",4,Exploratory,4,Simulations & experiments,2.222222,0.2499092
NASEM.Statistics.04,"B.S. in Computer Science, Data Science Option",4,Exploratory,4,Simulations & experiments,2.222222,0.2499092
NASEM.Statistics.04,B.S. in Human Centered Design & Engineering with Data Science option,4,Exploratory,4,Simulations & experiments,2.222222,0.2499092
NASEM.Statistics.04,"B.S. in Informatics, Data Science Track",4,Exploratory,4,Simulations & experiments,2.222222,0.2499092
NASEM.Statistics.04,B.S. in Statistics with Data Science option,4,Exploratory,4,Simulations & experiments,2.222222,0.2499092
NASEM.Statistics.04,B.S. in Data Analytics.W,4,Exploratory,4,Simulations & experiments,2.222222,0.2499092
NASEM.Statistics.05,B.S. in Data Analytics.O,4,Modeling,4,"Nonsampling error, design, experiments (e.g., A/B testing), biases, confounding, & causal inference",2.166667,0.294281
NASEM.Statistics.05,"B.S. in Data Sciences, Applied Data Science option",3,Modeling,3,"Nonsampling error, design, experiments (e.g., A/B testing), biases, confounding, & causal inference",2.166667,0.294281
